Tiempo (s),Valor Voltios
0.0050890445709228516,1.5181713309121985
0.009333610534667969,1.4955456404309215
0.012213706970214844,1.496920682393872
0.015118837356567383,1.5042959074678794
0.017955541610717773,1.5087960448011721
0.02082371711730957,1.5035458845789973
0.023687124252319336,1.4946706137272256
0.02649545669555664,1.4889204382457961
0.029027700424194336,1.483045258949553
0.03163886070251465,1.4979207129123815
0.0341639518737793,1.5032958769493698
0.036718130111694336,1.4920455336161382
0.03922724723815918,1.4677947935422835
0.0417788028717041,1.4904204840235604
0.044394731521606445,1.4784201178014467
0.04688549041748047,1.457294473097934
0.049500465393066406,1.424418469801935
0.052057504653930664,1.3594164860988192
0.0546422004699707,1.3897924130985444
0.057220458984375,1.4165432294686728
0.05988335609436035,1.4787951292458879
0.06348180770874023,1.527421613208411
0.06672310829162598,1.5871734366893522
0.07040977478027344,1.5952986846522417
0.07460284233093262,1.6107991576891385
0.07816171646118164,1.5654227729117711
0.08142828941345215,1.624049562059389
0.0855400562286377,1.233412640766625
0.09039473533630371,1.491795525986511
0.09366679191589355,1.5344218268379775
0.09751462936401367,1.4661697439497057
0.10216903686523438,1.435543809320353
0.10561347007751465,1.502045838801233
0.10919404029846191,1.496545670949431
0.11292719841003418,1.4476691793572802
0.11606717109680176,1.5062959685048984
0.11904597282409668,1.513921201208533
0.12238931655883789,1.485420331431013
0.1267993450164795,1.4646696981719414
0.13032269477844238,1.5336718039490953
0.13318204879760742,1.6076740623187964
0.13613367080688477,1.4934205755790888
0.13963699340820312,1.52229645680105
0.14412760734558105,1.4354188055055392
0.14863276481628418,1.401042756431776
0.15283918380737305,1.617424359874264
0.15570569038391113,1.5444221320230722
0.1582953929901123,1.566297799615467
0.16079258918762207,1.5754230780968659
0.16404008865356445,1.602298898281808
0.1677873134613037,1.5719229712820828
0.17244625091552734,1.5716729636524553
0.1751255989074707,1.4611695913571583
0.17807483673095703,1.4484192022461624
0.18077826499938965,1.4294186223944825
0.18332219123840332,1.431543687246315
0.18598628044128418,1.4661697439497057
0.18861651420593262,1.4004177373577076
0.1911177635192871,1.4310436719870603
0.19362354278564453,1.441919003875851
0.19653844833374023,1.4341687673574024
0.19918560981750488,1.4306686605426193
0.2016921043395996,1.479045136875515
0.2041773796081543,1.4590445265053256
0.20668768882751465,1.51992138431959
0.20917677879333496,1.4657947325052645
0.2116537094116211,1.4796701559495835
0.21412205696105957,1.477920102542192
0.2170884609222412,1.5720479750968963
0.21974563598632812,1.5414220404675436
0.22230148315429688,1.5322967619861447
0.22478246688842773,1.5489222693563647
0.22725892066955566,1.56979790643025
0.22972846031188965,1.5769231238746302
0.23221516609191895,1.5570475173192542
0.23469185829162598,1.566672811059908
0.2377464771270752,1.5674228339487901
0.24041056632995605,1.6085490890224923
0.24499964714050293,1.586923429059725
0.2476489543914795,1.6434251533555102
0.25014495849609375,1.4557944273201697
0.25263381004333496,1.5184213385418257
0.2551100254058838,1.454169377727592
0.25762081146240234,1.3880423596911529
0.26026415824890137,1.3390408642841884
0.2627987861633301,1.3741669362468338
0.26528406143188477,1.437543870357372
0.26775360107421875,1.460794579912717
0.2705881595611572,1.4594195379497668
0.27509641647338867,1.5204213995788447
0.2792985439300537,1.5350468459120459
0.2831869125366211,1.4717949156163215
0.28604960441589355,1.3789170812097538
0.28865718841552734,1.4851703238013856
0.291179895401001,1.475545030060732
0.293717622756958,1.3981676686910613
0.2962043285369873,1.453794366283151
0.2986600399017334,1.4266685384685813
0.3011515140533447,1.4621696218756677
0.30374789237976074,1.5225464644306774
0.30625009536743164,1.590423535874508
0.30872678756713867,1.5236714987640005
0.31142091751098633,1.5299216895046848
0.313948392868042,1.4970456862086856
0.3164827823638916,1.4872953886532183
0.3189678192138672,1.449419232764672
0.3214759826660156,1.4707948850978119
0.32416749000549316,1.514796227912229
0.3266918659210205,1.5542974333933532
0.329181432723999,1.5847983642078922
0.3316631317138672,1.571797967467269
0.3341386318206787,1.5674228339487901
0.3366827964782715,1.5550474562822354
0.33926820755004883,1.5516723532822658
0.3417551517486572,1.4880454115421005
0.3443639278411865,1.4675447859126562
0.3469111919403076,1.4824202398754847
0.3494415283203125,1.4064179204687643
0.35191965103149414,1.4934205755790888
0.35439538955688477,1.4765450605792414
0.35687804222106934,1.5062959685048984
0.35937047004699707,1.4990457472457046
0.3618447780609131,1.553547410504471
0.36446070671081543,1.5526723838007752
0.36699676513671875,1.5406720175786617
0.3694756031036377,1.6400500503555409
0.3719513416290283,1.539671987060152
0.37442564964294434,1.5451721549119541
0.3769099712371826,1.4706698812829984
0.37942981719970703,1.4091680043946655
0.3819081783294678,1.361041535691397
0.3845367431640625,1.2727888424329357
0.38710880279541016,1.3272905056917021
0.3896636962890625,1.4420440076906644
0.3921680450439453,1.4845453047273172
0.3946518898010254,1.5386719565416427
0.3971219062805176,1.5046709189123204
0.39959716796875,1.4387939085055088
0.4020709991455078,1.4551694082461013
0.4046640396118164,1.4520443128757592
0.4071977138519287,1.5072959990234078
0.4096822738647461,1.5531723990600301
0.4121992588043213,1.6021738944669943
0.41468000411987305,1.6731760612811672
0.41716837882995605,1.718802453688162
0.41963696479797363,1.1657855769524217
0.4221014976501465,1.597923764763329
0.42463183403015137,1.585298379467147
0.42723965644836426,1.5431720938749354
0.42973756790161133,1.5841733451338238
0.43221569061279297,1.5961737113559376
0.434694766998291,1.533796807763909
0.4371979236602783,1.4496692403942992
0.4398066997528076,1.3276655171361431
0.44230103492736816,1.3954175847651602
0.444838285446167,1.4347937864314708
0.44742918014526367,1.363041596728416
0.4499342441558838,1.4551694082461013
0.4524850845336914,1.3947925656910918
0.4549906253814697,1.541672048097171
0.457470178604126,1.5250465407269511
0.4599449634552002,1.6156743064668724
0.4624195098876953,1.5739230323191016
0.4648892879486084,1.5292966704306163
0.46750330924987793,1.5189213538010804
0.47011256217956543,1.4962956633198037
0.4726097583770752,1.4237934507278667
0.4750947952270508,1.4502942594683677
0.47759127616882324,1.427168553727836
0.4800574779510498,1.4015427716910307
0.4825730323791504,1.4341687673574024
0.4850606918334961,1.4376688741721855
0.48772120475769043,1.5360468764305553
0.49033594131469727,1.586923429059725
0.49283409118652344,1.5424220709860532
0.49534082412719727,1.5356718649861143
0.4978291988372803,1.6321748100222786
0.5003128051757812,1.5431720938749354
0.5027999877929688,1.4574194769127478
0.5052671432495117,1.493295571764275
0.5079452991485596,1.4706698812829984
0.5104846954345703,1.4302936490981781
0.5129830837249756,1.4710448927274393
0.515535831451416,1.108658833582568
0.5180268287658691,1.6360499282815029
0.5204987525939941,1.7669289223914306
0.5230376720428467,1.838931119724113
0.5260913372039795,0.9217781304361096
0.5288801193237305,1.7833044221320231
0.5314385890960693,1.389542405468917
0.5339832305908203,1.3716668599505601
